iteration,mip_gap,solve_time,baseline_year,day_start,avg_price,max_price,min_price,std_price,residential_demand,commercial_demand,industrial_demand,total_demand,consumer_surplus,producer_surplus,total_cost,net_welfare,coal_gen,combined_cycle_gen,gas_turbine_gen,vapor_turbine_gen,cogeneration_gen,diesel_gen,non_renewable_waste_gen,nuclear_gen,conventional_hydro_gen,run_of_river_hydro_gen,solar_pv_gen,solar_thermal_gen,wind_gen,other_renewable_gen,renewable_waste_gen,pumped_hydro_pumping,pumped_hydro_out,battery_charge,battery_out,initial_ph_stock,initial_batt_stock,mean_ph_stock,mean_batt_stock,max_ph_stock,max_batt_stock,total_generation,renewable_gen,low_carbon_gen,non_renewable_gen,storage_out,share_renewable_gen,share_low_carbon_gen,share_storage_out,share_min_non_ren,min_share_ren,max_share_ren,curt_solar_pv,curt_solar_thermal,curt_wind,load_shedding,total_ens,lole_hours,imports_FRA,imports_POR,imports_MOR,exports_FRA,exports_POR,exports_MOR,direct_emissions
1,0.0,2.3987369537353516,2020,19,62.85571475161618,191.4772326348438,0.002429032984277001,62.785087925171496,129875.49901695253,87782.3076160358,58084.19269098522,275741.99932397355,2.2418995183852927e11,4.898937263518239e9,1.2040785452218838e10,2.290888891020475e11,0.0,22242.19661417246,0.0,0.0,5545.72273334204,1363.3050671218084,953.2743631149939,46174.60008147319,24458.0139910628,3268.0226743184744,80634.69426427915,1580.3369480717442,81094.44113301672,8152.413839622982,688.2639517202292,10508.504349798526,7951.1416104068,5329.668362857949,4806.306395776151,28.66327858828829,1.7729671186356142,25.80939924504532,4.35224728635781,49.999999999948784,9.220698453384596,276155.5006494061,199876.40142229034,246051.0015037636,76279.09922711573,12757.456156840517,0.7237820755055099,0.890987146463319,0.04619663967163477,0.23133482911941577,0.1557079883610422,0.9212490316876707,0.11740454149257196,0.7127839199481275,0.12770107169113476,0.0,0.0,0.0,13293.651827232143,4441.382386160714,328.47641258928576,4605.767322946428,6093.785256785715,560.6120066964287,2.773956725979105e6
2,0.0,2.275365114212036,2021,15,72.48221282808376,340.5902080707401,0.0,101.8914722974017,129264.26800716501,90325.03140140275,61639.15843908941,281228.4578476572,7.871883742533665e11,4.205476942300926e9,1.5583900646712452e10,7.913938511956674e11,0.0,32748.930964225474,0.0,0.0,5629.011617184122,1276.1637329907817,765.1424072623524,45129.107358184454,23739.37205175146,2688.1579182174332,83583.72513114748,757.8355859816172,83652.04970915176,6520.336357200903,528.3220159126844,9645.807030375729,7283.511321690658,3650.203353568798,3294.807896874674,15.43661872007909,2.0120917360759667,27.15071821929241,2.688614630442285,49.9999999999981,5.3293997968355455,287018.3268517829,201469.97077185113,246599.07813003563,85548.3560799318,10578.319219850368,0.7019411372845568,0.8591753733460376,0.036855901627888175,0.21876815007400263,0.12479384855510285,0.9163835935553175,0.1473987221264188,0.8246532354103592,0.21406592734341823,0.0,0.0,0.0,10453.941869553568,4504.923754642857,651.652221517857,6663.5846924107145,7377.719927053572,422.9488033928571,3.62683778168752e6
3,0.0,2.51882004737854,2024,5,48.148676475362365,132.0908504031487,0.0,43.34498921089647,135069.61517574373,91765.54590088653,63026.89061416199,289862.0516907922,4.331865759311297e11,1.5862869055630062e9,1.2576264301581085e10,4.347728628366927e11,0.0,38785.367993911445,0.0,0.0,5803.524537876553,1324.6284453314197,913.9696845476317,44960.04534441966,23763.26207902745,3181.185160658748,52168.91262121913,5229.187699462766,115263.6770588984,6986.6974788730595,762.5843612429801,7662.0478062299035,5837.008481670006,2505.6519170225874,2267.5313428755544,27.689609881149035,2.7274786257573824,24.585036238171387,2.140729019967287,49.9999999999776,4.801391580668469,299143.0425776202,207355.50657087722,252315.55191529685,91787.53600674293,8104.539834860885,0.6931650650610522,0.8434612075252502,0.027092523245824642,0.20940863731210796,0.13115237811477318,0.9231515911581519,0.03946980414530066,0.439452673489357,0.03261353221758645,0.0,0.0,0.0,2102.8709787053567,605.1248828794642,72.88301770089286,1528.9019969196427,3332.35282015625,789.5299657142856,4.163287884364377e6
4,0.0,3.1774661540985107,2021,3,63.86480037435728,185.76748773467634,0.0,55.30081913682161,135296.54852701645,92175.0412425462,63268.315334301005,290739.9051038635,6.990747640259836e11,5.753412392531875e9,1.2368125608750051e10,7.048281764185154e11,0.0,29046.23056156887,0.0,0.0,5558.1632177886595,1424.5295251753193,1163.80833022261,47848.41411726196,25311.898919642597,2875.420622096094,79822.11289010367,4754.636824304509,91565.04821527297,7803.300546426424,875.8452655546906,9693.219871899822,7271.475537273109,8477.356651444277,7661.8028784815915,10.414437930452287,6.7680544461391525,27.68437452185049,8.478541622528656,49.99999999999588,17.149219466175982,298049.4090355855,213008.2632834932,260856.6774007551,85041.14575209226,14933.278416157274,0.7146743352813062,0.8752128656950641,0.05010336529261268,0.22104847884458534,0.11305842003137169,0.9351838833271356,0.055525849274931316,0.6388842693490318,0.07337119917432877,0.0,0.0,0.0,11354.589668660712,3258.7604130357145,537.2596609821428,5869.6850322321425,8673.44565,318.5968349107143,3.361364492440309e6
5,0.0,2.590111017227173,2021,15,76.23415343339377,362.53431854528657,0.0,105.85737857595029,136945.9264674864,95650.7047340122,65221.92754741906,297818.5587489177,8.333086197431469e11,5.012524426530475e9,1.7001933413346418e10,8.383211441696772e11,0.0,35809.85189941862,0.0,0.0,5725.015299717918,1607.0704125766201,885.9774910257227,45129.107358184454,23746.841099904603,2921.78113463156,90949.37760729318,3206.6436811328326,86347.93886813731,6578.242277136433,665.2026789113295,8526.588027053484,6429.601832273001,3422.1494307800576,3085.6702309338216,13.687312386411419,1.103204529098419,26.952111070736244,2.339065966133518,49.999999999970356,4.766606526415139,303573.05349074176,214416.03102901843,259545.1383872029,89157.02246172332,9515.272073677545,0.7063078509883539,0.8549676442053458,0.031344257878829614,0.20768095583729984,0.11915285520182811,0.920400444210728,0.17080425299436885,0.7925532962635478,0.22392944075641819,0.0,0.0,0.0,10453.941869553568,4504.923754642857,651.652221517857,6663.5846924107145,7377.719927053572,422.9488033928571,3.9598730906251906e6
6,0.0,2.3567869663238525,2020,15,65.9572123000182,143.87938073590794,0.0032424558211350814,45.80888083582584,133220.3453410603,90845.42275539263,60178.82208863868,284244.59018509154,2.2854435938502698e11,6.594104816135259e9,1.2218240918113651e10,2.3513846420116223e11,0.0,33492.74966712022,0.0,0.0,5552.266405296707,1357.3009767423296,1236.5193265466332,46320.81878772319,23654.237883927115,3402.851453111562,66350.74073150873,2657.8149438746605,91944.12935940849,8561.826135026311,754.6818361884436,8515.328232624777,6483.803530479101,3079.70956492987,2787.5473068461133,28.779267943865495,3.393920369870677,26.92935552032048,3.325380959843466,49.99999999999612,7.275049125120343,285286.2208438466,197326.56568034214,243647.3844680653,87959.65516350445,9271.350837492793,0.6916792724747481,0.8540453995548118,0.03249841793995206,0.22403427160950218,0.20893681882438214,0.9209858868901548,0.03108059860969392,0.4393266250226703,0.03297863571898796,0.0,0.0,0.0,11750.714468571427,5164.045164732143,243.8248116071429,5254.79804955357,5792.481444017856,565.5841897321428,3.7200067894495754e6
7,0.0,2.7251291275024414,2020,8,79.65375110340182,149.0583812009059,0.004452080087328795,38.346362099050104,134631.24508333884,89945.25653924872,59327.99266490517,283904.49428749265,2.3308315629050092e11,9.490658899887892e9,1.3209147162542273e10,2.4257381519038882e11,0.0,44191.403668327584,0.0,0.0,5616.012584040637,1305.9019519037856,1366.6908545993058,47149.60462767857,23627.474624999362,3347.579176719324,57826.562781037734,5049.899891173353,84639.3224508998,10433.004301579855,872.3420899925561,5120.489776237951,3895.953064210191,1581.616998431656,1434.20406343638,19.39032100527342,2.3184944425080993,24.78924099638564,2.1828242618527525,49.99999999996259,4.766606526413269,285425.87590715894,185796.26222021726,232945.86684789576,99629.6136869418,5330.157130537579,0.6509440029909958,0.8161343680124732,0.01867440053778211,0.22681257640070016,0.16572300309551577,0.9197400520310448,0.016810477337586782,0.2803931868293845,0.011823746495007836,0.0,0.0,0.0,11809.72064955357,4347.9093889285705,338.48713241071425,5505.0096487499995,6514.253056071429,367.7103935714285,4.610152275615513e6
8,0.0,2.3753209114074707,2024,4,69.32343804046982,137.75330591401365,0.0020001552006397106,52.5730068977912,133453.43847891444,89663.91092909667,60523.726145820125,283641.07555383124,4.303884767322138e11,5.752204004960514e9,1.4179728999910103e10,4.361406807371744e11,0.0,42301.87639545454,0.0,0.0,5577.357360793068,1293.34142615985,1155.9965723767396,45159.27182656254,23677.644321398013,3402.350480722201,66512.54614820762,7802.723326600702,88324.06993672698,7661.982040650659,795.5263505304919,9256.602469100178,7017.170454648624,8027.630297774062,7260.901397477036,21.47261106525649,7.418876727334356,24.113988751209465,9.413684748363774,49.999999999900645,21.84606816892163,293664.686242099,198176.84265879818,243336.11448536074,95487.84358330081,14278.071859778101,0.6748405645730927,0.8286189177160816,0.04862032286717366,0.21374404254909832,0.1395812316285138,0.9282551631811912,0.003525048191037383,0.3700077815067543,0.003272606574254655,0.0,0.0,0.0,2238.7712093973214,612.4069569196428,63.846395714285705,1494.0034464732144,3366.920862834821,816.9388801116071,4.435843894543369e6
9,0.0,2.5350089073181152,2021,2,70.93885532960749,233.43732926112415,0.0,69.1606533100352,131237.3157808492,89282.12576226213,61203.22236222883,281722.6639053401,6.713493190062886e11,6.876859278507867e9,1.2555975046462711e10,6.782261782847964e11,0.0,26119.080590465088,0.0,0.0,5522.743645273119,1380.6487345423816,1070.4152036723706,47944.16715863099,25010.389392856097,3014.1468359387122,81651.25020799153,1380.864963849313,86373.16964048802,9422.846912218914,863.7855309203043,7978.308586765426,6011.164971494303,11392.720099472894,10302.492080010237,19.25710973804204,10.574425244478224,26.4473267967437,10.599303967751712,49.99999999998526,21.817607670051714,289753.65334092395,207716.59800812945,255660.76516676045,82037.0553327945,16313.657052539793,0.7168730941374197,0.8823383664672907,0.056301816610212524,0.22556107562528965,0.11979779318073744,0.936234923508074,0.09307397036651488,0.6838127900513338,0.09527949095946908,0.0,0.0,0.0,11357.86130857143,2912.077592410715,516.5070256249999,6141.189010624999,9028.87259910714,364.1702079464285,3.1018114498979934e6
10,0.0,2.1260299682617188,2023,3,102.21121290346306,165.3357194269765,0.5616398952341406,31.384709336540897,127705.57829480823,86081.60770856285,58088.92151111226,271876.1075144834,5.934371144117296e11,1.1692520649506062e10,1.6627983633656322e10,6.051296350612356e11,0.0,74773.05878477666,0.0,0.0,5637.741267892451,1361.2772636679786,1318.7865989565018,47309.99901979165,17402.088397198368,3726.749018854611,43143.36087008723,3774.0024282951586,71643.33860779491,9073.165673839343,906.1102351709999,2813.3872907163245,2187.763184155476,3212.3204786375004,2932.2582937914945,26.707285544326055,8.787668044052667,22.674034262919385,9.2002366258052,49.9999999228411,19.904751232703752,280070.3800094654,149669.51409714596,196979.51311693774,130400.8659123193,5120.03672767615,0.5343996537302076,0.7033214762313692,0.018281250332516815,0.232471739045316,0.12140160908333798,0.8966437664154412,0.0,7.3043044238607635e-6,0.0,0.0,0.0,0.0,1421.917402098214,785.3859000892858,98.17483004464286,2298.5007484375005,2671.6992624107143,545.7619417857143,7.152445258483153e6
