iteration,mip_gap,solve_time,baseline_year,day_start,avg_price,max_price,min_price,std_price,residential_demand,commercial_demand,industrial_demand,total_demand,consumer_surplus,producer_surplus,total_cost,net_welfare,coal_gen,combined_cycle_gen,gas_turbine_gen,vapor_turbine_gen,cogeneration_gen,diesel_gen,non_renewable_waste_gen,nuclear_gen,conventional_hydro_gen,run_of_river_hydro_gen,solar_pv_gen,solar_thermal_gen,wind_gen,other_renewable_gen,renewable_waste_gen,pumped_hydro_pumping,pumped_hydro_out,battery_charge,battery_out,initial_ph_stock,initial_batt_stock,mean_ph_stock,mean_batt_stock,max_ph_stock,max_batt_stock,total_generation,renewable_gen,low_carbon_gen,non_renewable_gen,storage_out,share_renewable_gen,share_low_carbon_gen,share_storage_out,share_min_non_ren,min_share_ren,max_share_ren,curt_solar_pv,curt_solar_thermal,curt_wind,load_shedding,total_ens,lole_hours,imports_FRA,imports_POR,imports_MOR,exports_FRA,exports_POR,exports_MOR,direct_emissions
1,0.0,2.126823902130127,2023,7,82.77318325220956,169.24963991807587,0.0,55.99357487106238,135846.1072932629,92669.40261761418,62767.01263114894,291282.52254202665,6.030309328222745e11,8.242030566637382e9,1.5840806516965437e10,6.11272963388912e11,0.0,59338.570711617904,0.0,0.0,5764.858306187245,1351.6322953960782,1361.9089873464336,20302.625768327074,16786.07253571409,3257.075498278777,98943.26101562244,5058.5506636535,80684.27123029379,9186.65884501512,906.2070948697811,10037.718484338868,7582.899388624073,13650.206607783344,12361.57769101088,22.667064371949497,16.686033283798007,22.496149333522094,14.172025281918312,49.99999999999479,30.413617806849615,302941.70366736053,214822.1075983728,235124.73336669986,88119.59606898783,19944.48006841166,0.7091202861731253,0.7761385458664819,0.0658360332267469,0.12646600022027824,0.12259346214995687,0.9412568854226797,0.042364554215319816,0.5530020901409032,0.06564290191137212,0.0,0.0,0.0,1459.9028368303568,668.5955385267857,88.05117622767857,2415.7518793973213,2737.087600133929,610.1995424553571,5.889370185765011e6
2,0.0,2.381559133529663,2020,5,79.66372843875291,158.05156383325135,0.0029135128460620763,40.88000982094965,129664.4977657483,85760.44963004978,56710.35341351692,272135.30080931506,2.161051906758979e11,9.84573743823862e9,1.1834792807009222e10,2.259509281141365e11,0.0,38055.52753128336,0.0,0.0,5661.097766065451,1372.568554033156,1309.8673131960877,29012.461802188656,23069.998767854413,3633.660673938633,67088.48535193189,2643.7988414758875,96493.08766992312,8397.557149746292,895.4139007717837,5834.551792042899,4400.791904496938,5898.320069340772,5335.493452829156,16.20363989768242,5.602097592047577,24.510440421684795,7.357433309677702,49.99999999999438,15.675324145080719,277634.4492187907,202222.9262519576,231235.3880541463,75411.52296683297,9736.285357895005,0.7283783652243934,0.8328771472877292,0.03506872214630072,0.16929417975267685,0.21637801377432458,0.9322345429838099,0.02572015890406454,0.31976909555687794,0.01443509654421149,0.0,0.0,0.0,10043.470093125,4048.6626293749996,324.0094485714286,6278.986704196427,7087.488494107143,470.18632499999995,4.116794237080589e6
3,0.0,2.2257750034332275,2022,2,90.56257542961826,147.0211507588122,2.8059675313594927,19.82083785655299,141551.72482730987,96744.23415289006,66551.49954888334,304847.4585290832,1.3462044422364275e12,1.0505201076083195e10,1.7239908925943928e10,1.3567096433125105e12,0.0,104062.00665343099,0.0,0.0,5613.448409068618,1262.1216805009115,1818.1124631269035,17468.765265002112,14349.007133925083,3549.7757245039766,49004.49643106893,14744.94172172313,97053.7802200221,8566.07761756574,989.9124085483585,1595.2091389738698,1294.504175787563,1266.430413331471,1154.0861846129396,28.690722360222274,2.894224846970665,28.11218681060518,4.370159780862965,49.999999997027246,9.49317650942314,318482.46237397403,188258.00790070853,205726.77316571065,130224.45447326555,2448.590369065553,0.5911094962574388,0.6459595031770966,0.007688305192109218,0.11022187882194236,0.13455436128798182,0.9336503560434649,0.0,0.024718556333981234,0.0,0.0,0.0,0.0,3264.9830555357134,1043.798622767857,522.361374375,6142.463012046276,6804.981413816964,532.9451054983668,9.58232852013234e6
4,0.0,2.5943050384521484,2020,5,82.03305612046562,168.8018168646898,0.003992316043266328,44.90719808432339,133964.03044553057,88489.19190614777,58376.42366180556,280829.6460134838,2.2293315441295074e11,1.0744393913187065e10,1.2107750323291931e10,2.3367754832613782e11,0.0,40856.42795835887,0.0,0.0,5697.58080982305,1307.9094148702497,1440.8166466829316,22694.75000384497,23069.998767856683,3342.1302083612063,78375.74083178048,2378.3561571585856,97718.3411327758,9300.516492352646,896.4507122189816,9170.205244711166,6940.804093758906,4107.002287763451,3719.07978328669,24.105826232365203,4.949810922469286,23.670180131146186,4.362628818374808,49.999999999988646,9.491049350711235,287079.9430326572,215082.45819887193,237777.20820271684,71997.48483378535,10659.883877329008,0.7492075410311925,0.8282613048159485,0.03713210949089668,0.13985524456349202,0.2166271884887932,0.9405244777437801,0.032265725309511106,0.38806580679180225,0.032446833124331054,0.0,0.0,0.0,10043.470093125,4048.6626293749996,324.0094485714286,6278.986704196427,7087.488494107143,470.18632499999995,4.347532335975023e6
5,0.0,2.945664882659912,2021,1,96.93505981782641,270.0518011389403,0.0,73.07225960439645,133774.12858079685,90019.4221736116,61321.2009898407,285114.7517442492,6.805913310896602e11,1.3170727260635756e10,1.4118548097049816e10,6.937620583502959e11,0.0,47173.03353746492,0.0,0.0,5432.704062015594,1303.062002490939,1518.6306373408568,19610.06453952554,24691.978357142667,3162.5950844785766,71656.11103704936,4211.090065875152,104184.12751674847,8768.827188997288,961.0928210368238,6891.479147770723,5197.061885968187,3869.822535269546,3498.916758341393,17.555997322020815,5.04098507155059,31.655017621720624,5.014128039907891,49.99999999999701,9.491049350718221,292673.3381969088,217635.84341804276,237245.9079575683,75037.49477886606,8695.97864437403,0.743613493319363,0.8106167422669389,0.029712233775539297,0.12686395816419496,0.11305488268548985,0.9488735567857135,0.040751924188502486,0.4480935584826795,0.027455741171211412,0.0,0.0,0.0,11386.582829285717,2685.212990625,534.8102683928572,6287.537771964286,9201.053405803572,334.56386910714286,4.843853492161799e6
6,0.0,2.2392849922180176,2022,9,78.83094071118845,124.19650480688186,0.0,39.777317736443635,132491.8289135469,91774.24877573257,62717.85438261578,286983.9320718952,1.1997544906051584e12,7.414442426276861e9,1.5164906206851744e10,1.2071689330314353e12,0.0,70030.9406094135,0.0,0.0,5521.876036523678,1341.5216546314502,1393.611662090277,29733.416125198128,14836.798508927988,3339.2131416211614,84673.20342957646,4122.886357238996,77895.57017307238,10320.135469906809,981.9835951336805,7226.511277278484,5486.505211822131,4348.910866117534,3927.110807092432,20.19789267557067,2.4633777303868976,21.720965629044084,5.3459173354948355,49.999999999985306,11.784047417368479,304191.1885245018,196169.82243635377,225903.23856155187,108021.36608814803,9413.617087770835,0.6448898910842475,0.7426357076853853,0.03094638320535242,0.1557980958001387,0.15914483052691883,0.9294525395111584,0.03156862306073438,0.464339927653283,0.05648666622596221,0.0,0.0,0.0,2279.220385825893,766.809922827091,280.4365765994125,6665.506769806837,6711.169060200892,690.4906563169643,6.747007941385452e6
7,0.0,2.7494771480560303,2024,20,40.84944103717734,123.89047155797854,0.0,48.851359680311504,129006.50473741027,88666.09132409126,60231.1677497691,277903.76381127065,4.0361951865485583e11,-6.852795187220997e8,1.1741088610665977e10,4.029342391361337e11,0.0,24031.864118597226,0.0,0.0,5615.514791680468,1342.787288391816,737.1574922382548,29116.550310984403,22528.707805647326,2813.4240163212944,82058.86896341763,3098.3201111689527,109730.91696642728,6722.040379575939,594.4955993279805,8277.688261243762,6279.588619421606,15917.610070366869,14364.631089877674,22.814714347316382,8.008390712497029,26.463607979608312,11.333403398326789,49.999999999995225,23.117432825774763,288390.65082545666,227546.7768234477,256663.3271344321,60843.87400200892,20644.219711895777,0.7890227237677214,0.8899849090107053,0.07158421971310826,0.16220996725322223,0.23054827203970585,0.9342612333485268,0.11526279540102857,0.7131438845377729,0.1419504718485307,0.0,0.0,0.0,2329.932043683036,528.52413109375,92.21396091517857,1755.7535975446428,3324.6298806696427,637.5497124776786,2.9146919396347813e6
8,0.0,2.55084490776062,2023,5,90.05830538585629,162.88849180571316,0.0,41.00250888264062,134633.16636402166,91095.68301425608,61763.146584602044,287491.9959628798,6.23301412092894e11,9.616480878404339e9,1.6718579522625574e10,6.329178929712983e11,0.0,81733.54894657074,3.2928422248212494,0.0,5593.418646133906,1385.981584508912,1452.8912008604957,21953.911783342177,17177.81620535689,3367.49946601278,65194.38579347447,8307.120520338482,81387.8715388389,8387.64359069949,974.9625685171085,6189.238012632691,4692.2740158502465,2994.701444695194,2713.9613635991827,15.916277032386155,3.9667813381760038,20.991118044719446,4.308566083132459,49.99999999999185,9.497373906033179,296920.3528682025,184797.30786438528,206751.21964772738,112123.0450038172,7406.235379814523,0.6223800627989062,0.6963187859994915,0.0249435086152616,0.13440914013003505,0.1403562042128513,0.9338390822654948,0.0035953534370568585,0.23423316949654582,0.002196613332166586,0.0,0.0,0.0,1449.064543125,748.1185946874999,90.137308125,2354.438731584821,2695.607081629464,575.5217182366072,7.7359717737336345e6
9,0.0,2.1695058345794678,2022,15,98.80534944871886,150.23009510012298,0.0030387812724184185,23.674328476473676,135713.4000757661,94608.30093905947,63956.008560496884,294277.7095753226,1.0480939615790433e12,1.283750795590298e10,1.6454844536869883e10,1.0609314695349463e12,0.0,80592.22212646587,0.0,0.0,5622.604884369941,1282.4981838441483,1441.260310715618,26462.571210373164,15429.56882142691,3601.2664537321048,51646.24948171584,8184.448322340421,105544.00287766421,8548.698963594485,982.1996678667984,1531.7500928903416,1176.3506612502913,4151.366393552408,3785.1169870562885,17.31294558456197,10.331397459674307,23.601752644604236,11.953254025063709,49.999999999666514,25.209026927766466,309337.62258756405,193936.46587079013,220399.0370811633,115401.15671677381,4961.467649758145,0.6269410886672624,0.7124870076829244,0.016039004917204034,0.14247616220590603,0.13657659430961824,0.9307257504899595,0.0003597261374634897,0.031355358269128386,0.00019474147778819617,0.0,0.0,0.0,2995.297946049107,728.86390828125,252.20101593749996,6146.992061316964,7056.549311636759,696.9058848510454,7.624144663403299e6
10,0.0,2.2854909896850586,2021,9,53.15477982669335,168.89094329609534,0.0010985200347349746,52.92530870075422,130366.29681517718,90142.12622543091,61905.99527128274,282414.4183118909,7.404289995408197e11,2.674266343887054e9,1.2208961037841318e10,7.431032658847068e11,0.0,35419.95301107516,0.0,0.0,5603.614021734303,1357.672869915532,865.4054541911422,25695.594875437666,25839.48736872707,3092.248711157235,46023.26337491596,8371.685338207333,127136.66723492858,8193.028444379122,617.7255604953914,5829.191905136667,4472.495545332713,4671.396361390696,4224.604894079286,28.677692571733814,4.3608336838201955,30.310843610945373,5.309490448150719,49.999999999997954,9.491049350716821,288216.3524041871,219274.11217173978,244969.70704717754,68942.24023244718,8697.14635457094,0.7607969164228248,0.8499507574908116,0.030175756101355027,0.15095627400099082,0.16745044692232117,0.9349943745938311,0.06309640991357723,0.457442143302749,0.03548782491447122,0.0,0.0,0.0,11031.207754375002,3479.4974242857143,574.4855931249998,6041.734696785715,8139.677213749999,666.0512461607144,3.865791301432411e6
