iteration,hour,price,solar_pv,wind,nuclear,conv_hydro,ccgt,cogen,total_gen,ren_gen,non_ren_gen,batt_in,batt_out,ph_in,ph_out,ren_share,lc_share,emissions
1,1,81.74484995768786,0.08245523396472096,10.662033880408792,5.260428273809524,3.6250602534633307,1.6424629096773355,0.6326400562962977,23.89299226662685,16.086699223460286,7.806293043166565,0.2851320491463423,0.2605859066465682,0.1899564018982631,0.6866158379983558,0.6686914833349009,0.8901609004710339,1055.3134170613125
1,2,80.67675648816764,0.07105672071653679,10.309889410659057,5.260428273809524,3.4689738310949436,1.6454705930691043,0.6326400562935786,23.348779414161232,15.540062181655529,7.808717232505704,0.2885631972422381,0.2647220234583351,0.16648453632289145,0.6806984013533953,0.6612328637199703,0.8877370444994108,1056.2619794487687
1,3,80.92953157727574,0.07081913096443124,10.094757595510995,5.260428273809524,3.471796837439546,1.7343279373870844,0.6326400562959189,23.18553625346039,15.288704622902296,7.896831630558093,0.2672986972352844,0.31333719805129395,0.16180084168105957,0.7759163147542312,0.654719719983208,0.8832873702068005,1088.0797457632082
1,4,82.50234998419141,0.07362964390300843,9.928772511609836,5.260428273809524,3.5702429686962622,2.031517075713484,0.6326400563018768,23.364518881986754,15.171559963808079,8.192958918178677,0.19175089843693552,0.5185611743371884,0.13569523907925105,1.3926096118654054,0.6448931250085933,0.8721473753458049,1194.823609900942
1,5,83.25040184042764,0.628952229936125,9.804736253146,5.261023511904762,3.470107453351366,2.5752888489387695,0.6326400563058903,24.18590060073959,15.44995193432953,8.735948666410062,0.07947981701026678,0.836795014495166,0.10652538327789711,1.8294001583991697,0.6354574413485523,0.8566051515680205,1390.264677753023
1,6,83.11954261311332,3.892838196785045,9.508873311927989,5.261023511904762,2.911593167455154,3.200239160537951,0.6326400563069936,27.19463058081731,17.835477429315603,9.359153151501701,0.08561425327461307,0.8436450183833357,0.30485759949829716,1.3054662936219168,0.6529119816545701,0.8496365227312078,1614.845249831994
1,7,68.6823413172203,10.14180739473141,8.777718949293234,5.259161904761904,2.240289016323436,3.1246730006246626,0.6326400562856821,31.929892205528,22.65028121039032,9.279610995137674,0.40200674628806476,0.6303010770934564,1.3959327669863157,0.630716677228998,0.7020702643216754,0.8679607374660889,1587.1551227069683
1,8,47.89755691604106,17.355144995951235,7.381767274630484,5.2569,1.7262395118866853,2.2391262911507566,0.6326400562523394,36.19809641241832,27.808617372344575,8.389479040073743,0.8726105890465407,0.5027691874559922,2.2366809891594865,0.1684279360708741,0.764774008189678,0.9098805275517641,1267.823938882355
1,9,30.787804665898978,22.050141472985533,6.394756503735721,5.259226488095238,1.433117294544559,1.6870980303362884,0.6326400562354045,38.94873043195435,31.111243776652465,7.8374866553018805,1.2619390333026994,0.4625891368127967,2.754853865731939,0.050107797564143276,0.7975753690110401,0.932119683169213,1068.5669242024733
1,10,25.885860260596104,24.762778202155552,5.465178995173749,5.269361011904762,1.300430361977237,1.490848884765086,0.6326400562244887,40.36281094218822,32.71361373166598,7.649197210522236,1.4775167770899453,0.40469058191090734,2.9179884591017853,0.02191932633463453,0.8091123374521413,0.9397183854269884,997.4170224949422
1,11,23.95962353755643,25.80599141614265,5.2318209228217025,5.278616666666666,1.230378333040482,1.4104456683055469,0.632640056228426,40.98316064360671,33.40684867272958,7.576311970877138,1.6699789454154563,0.4603986965302384,2.9607015028950805,0.013456970736730075,0.813563431586186,0.9427913166275746,968.0721986419676
1,12,20.38597781784683,25.766009794741723,5.295865724585639,5.281132142857142,1.220683959422649,1.3812161312634232,0.6326400562285558,40.93405282777966,33.385614921672314,7.5484379061073525,1.684121737573733,0.4721457578537181,3.0195124511933047,0.014999876850557113,0.8138870088269333,0.9434670539226525,957.2827644050064
1,13,21.528818883981334,24.674569823062022,5.478320268529043,5.281370238095238,1.2499646402547495,1.4140288251631452,0.6326400562260881,40.12870047581096,32.54538176617162,7.583318709639336,1.5536117267081169,0.43410837792112045,3.009492817842662,0.014586595419606496,0.8089213777378067,0.9412565021330226,969.5162375195127
