iteration,hour,price,solar_pv,wind,nuclear,conv_hydro,ccgt,cogen,total_gen,ren_gen,non_ren_gen,batt_in,batt_out,ph_in,ph_out,ren_share,lc_share,emissions
1,1,94.61022947687513,0.05770243041333411,11.241761607408288,3.331330142138244,2.023151785732339,6.517252036273551,0.6489159521020632,26.320337208979037,15.496762766925556,10.823574442053479,0.48159725117109387,0.5516798898760397,0.19049401188488121,0.45602243816464105,0.5893687371523629,0.7174315405157119,2835.4717259310146
1,2,94.11277802219568,0.05612210789609516,10.871010981919138,3.332958423562611,2.0026819976612904,6.465843884543912,0.6489159521010587,25.798422356271562,15.024899951760206,10.773522404511358,0.5508904545398053,0.5697550015105347,0.22287643533223425,0.46100226818975754,0.5831119267989042,0.7140514166344291,2816.902192843332
1,3,94.11238166031869,0.05539865571059311,10.640152913323826,3.329764712670329,2.005384480295658,6.698212710341659,0.6489159521013368,25.71841228976376,14.716041371065046,11.002370918698718,0.5342778025020924,0.6645010451015401,0.1867325374443971,0.48429700447297985,0.574354543739783,0.7056076268934509,2900.4798519654455
1,4,94.86232412176307,0.057854005239780903,10.584069497017229,3.329764712670329,2.058122011706815,7.636119232042187,0.6489159521055405,26.553768785344925,14.61398124633642,11.93978753900851,0.3930446651922259,0.9673845662913036,0.17947082970907888,0.5831632260604929,0.5577505582215275,0.6854183318065153,3238.0135224596506
1,5,97.07361975219918,0.415756876684815,10.579717248853242,3.329764712670329,2.2654465663412338,8.890992812791776,0.6489159521305482,28.246095676015038,15.052305491384791,13.193790184630245,0.13840627846451306,1.4954673722772305,0.13834408414491503,0.7754143243904756,0.5420906927117511,0.6626931024207143,3689.5676964592603
1,6,98.28277744997922,3.0622525966978342,10.382305866730011,3.3313514188705837,2.372697041866558,8.25452983657934,0.6489159521410034,30.148267988852457,17.590551610445054,12.557716378407402,0.0538977105768475,2.1135921120729058,0.18377405105266406,0.9143517439107608,0.5902198259148989,0.7031666802969679,3460.165591697975
1,7,88.26298240579317,8.516039848584395,10.044382505706805,3.3345348582369083,2.109181268577755,6.48484851860931,0.6489159521022868,33.75555182433762,22.965530860976443,10.790020963361183,0.20147120749604158,1.3928180054187909,0.4977568995998066,0.45334184553770757,0.6872388986872406,0.7863429378734276,2822.804883827817
1,8,70.72742869082937,14.11293037503321,9.629028982779385,3.334931045666688,1.7069586866828232,4.269809265273083,0.64891595205335,36.95088250406919,28.376974310984483,8.5739081930847,0.6644552751666705,0.6558492887430631,0.949581324387774,0.12483210449742761,0.7717869853128282,0.8612993273189619,2025.0527205935493
1,9,60.36965062262224,17.76243050077591,9.547195577332163,3.335652987205399,1.418270603313391,2.7225515708717545,0.6489159520015748,39.064623559855605,32.038611956462,7.0260116033936075,1.5411803886968913,0.3203849265111208,1.2414987831508877,0.06343150274105341,0.8210890696881735,0.9060387421117555,1467.7269581139556
1,10,58.54483958174147,19.398331835269527,9.689486985164185,3.338340458604073,1.2704509872436527,2.0336162323526645,0.6489159519905755,40.20140457155268,33.863001672011535,6.338402899541142,2.352877169463418,0.2457774358653043,1.33212299366291,0.01791591911789266,0.8421167364694158,0.9249329169235845,1219.3972437914654
1,11,58.15003091373344,20.083884537929688,9.947251192641598,3.3375018618777053,1.2224312646047113,1.8267657149902907,0.6489159519879502,40.94396900448033,34.814398321936224,6.129570682544111,2.8872783129744644,0.21459235581364802,1.3697559106793522,0.004523117563861047,0.8494653324422261,0.9308761842353583,1144.6681438692074
1,12,58.20534687129295,20.003231312602196,10.409304982988951,3.3298327003897605,1.2045307161160395,1.734808972133457,0.6489159519878536,41.18122986482471,35.15226488846592,6.028964976358786,3.155368379544984,0.19274560701779114,1.3845319616229579,0.00034462343615430805,0.8527032661011699,0.9334928809216869,1111.3383620166114
1,13,57.65601683401548,19.422561941667297,10.781267731578243,3.3267206725848526,1.1467121228308126,1.6404248849282852,0.6489159519820141,40.850425059365456,34.91797639550805,5.932448663857418,3.362974141809058,0.19378485272259688,1.426590938760716,0.0,0.8537910399621713,0.9352579692904558,1077.5854451960736
1,14,57.84117554607296,18.35037219774342,11.028332488343073,3.326822470743894,1.1587459561428655,1.657654844112603,0.6489159519864538,40.184192623497985,34.23288806524878,5.951304558249204,3.122043317986789,0.21272992683563127,1.434046744986239,0.023082632686436053,0.8512612606317567,0.9339523578708767,1084.1387820257394
1,15,60.71242060273336,15.930432486880155,11.350553914937338,3.326822470743894,1.303213315274851,2.3814619927154927,0.6489159520030016,39.13490643226013,32.45827058830309,6.676635843957043,2.046533686328909,0.27546403823783044,1.287176191026391,0.06846768934874112,0.828957084211457,0.913283351071169,1345.059907066678
1,16,71.05536245006328,11.290018321060419,11.851816669869667,3.3275257645717886,1.7092172138044297,4.546676539454626,0.6489159520554748,37.61728893708961,28.77321111578906,8.844077821300559,1.0419675090783618,0.7437864746154744,0.990203320735263,0.2511651191260603,0.762757209595152,0.8499064144029447,2124.8876953779813
1,17,87.37223752004829,6.009187166477572,12.46390211151462,3.3275257645717886,2.2497814286626734,7.376819633265579,0.6489159521291652,36.27381024433952,24.598065192382993,11.675745051956536,0.25254411771088103,1.3453689551462151,0.5056543238467993,0.512962677798492,0.6765443700769247,0.7675029746351003,3144.089760660392
