elas_residential,elas_commercial,elas_industrial,grid_loss_factor,coal_min,coal_max,coal_ramp,ccgt_min,ccgt_max,ccgt_ramp,cogen_min,cogen_max,cogen_ramp,diesel_min,non_ren_waste_max,non_ren_waste_ramp,conv_hydro_ramp,ror_lo_high,ror_hi_high,ror_lo_med_high,ror_hi_med_high,ror_lo_med_low,ror_hi_med_low,ror_lo_low,ror_hi_low,ror_ramp,ph_storage_cap_gwh,ph_roundtrip_eff,batt_roundtrip_eff,batt_duration,other_ren_min,other_ren_max,other_ren_ramp,ren_waste_min,ren_waste_max,ren_waste_ramp
0.015,0.03,0.05,0.015,0.15,0.65,0.05,0.05,1,0.25,0.15,0.6,0.1,0.2,0.6,0.01,0.1,0.3,0.5,0.2,0.4,0.15,0.3,0.1,0.15,0.2,50,0.75,0.9,4,0.25,0.6,0.05,0,0.65,0.05
