time_long,year,month,day,hour,spot_price_eur_mwh,residential_demand_gwh,commercial_demand_gwh,industrial_demand_gwh,coal_cap_gw,combined_cycle_cap_gw,gas_turbine_cap_gw,vapor_turbine_cap_gw,cogeneration_cap_gw,diesel_cap_gw,nonrenewable_waste_cap_gw,nuclear_cap_gw,conventional_hydro_cap_gw,run_of_river_hydro_cap_gw,pumped_hydro_turbine_cap_gw,pumped_hydro_pump_cap_gw,solar_pv_cap_gw,solar_thermal_cap_gw,wind_cap_gw,other_renewable_cap_gw,renewable_waste_cap_gw,batteries_cap_gw,coal_gen_gwh,combined_cycle_gen_gwh,gas_turbine_gen_gwh,vapor_turbine_gen_gwh,cogeneration_gen_gwh,diesel_gen_gwh,nonrenewable_waste_gen_gwh,nuclear_gen_gwh,conventional_hydro_gen_gwh,run_of_river_hydro_gen_gwh,pumped_hydro_gen_gwh,pumped_hydro_consumption_gwh,solar_pv_gen_gwh,solar_thermal_gen_gwh,wind_gen_gwh,other_renewable_gen_gwh,renewable_waste_gen_gwh,batteries_gen_gwh,nuclear_cap_factor,solar_pv_cap_factor,solar_thermal_cap_factor,wind_cap_factor,imports_France_gwh,exports_France_gwh,net_flows_France_gwh,imports_Portugal_gwh,exports_Portugal_gwh,net_flows_Portugal_gwh,imports_Morocco_gwh,exports_Morocco_gwh,net_flows_Morocco_gwh,cost_coal_eur_gwh,cost_gas_eur_gwh,cost_diesel_eur_gwh,cost_uranium_eur_gwh,eu_ets_price_eur_tco2
2023-04-10T07:00:00Z,2023,4,10,7,55.13,0.011211934684138029,0.0073262341283986026,0.005657497854130043,0.003464365,0.026250145,0.0011486500000000002,0.00048264,0.005628707,0.0007686699999999999,0.000425663,0.00711729,0.0157714,0.0011548,0.0034175,0.002278,0.024766226,0.0023025819999999996,0.030394507999999997,0.001111741,0.00017011200000000001,2.5e-5,0.00049416666666667,0.0034083333333333296,4.116666666666999e-5,0.000133,4.76127143e-5,0.00025683333333333005,1.085840909999999e-5,0.00702608333333333,0.001857,0.000662,0.0008629999999999999,0.00028199999999999997,0.00596491666666667,0.00010058333333333,0.0035613333333333295,0.00032341666666667,1.17747857e-5,0.0,0.9999873547375476,0.24084883448397304,0.04368284531596703,0.117170290545033,0.00029462250000000003,0.0,0.00029462250000000003,0.0,0.0005873775000000001,-0.0005873775000000001,0.0,1.4005e-5,-1.4005e-5,1.5269622519978637e7,4.054e7,6.051576233950755e7,2.9728630853000567e6,87.65
2023-04-10T08:00:00Z,2023,4,10,8,27.75,0.012098393742738025,0.007037900092612662,0.005464289497982642,0.003464365,0.026250145,0.0011486500000000002,0.00048264,0.005628707,0.0007686699999999999,0.000425663,0.00711729,0.0157714,0.0011548,0.0034175,0.002278,0.024766226,0.0023025819999999996,0.030394507999999997,0.001111741,0.00017011200000000001,2.5e-5,0.0005593333333333299,0.003322,5.191666666667e-5,0.00013391666666666999,4.47328537e-5,0.00026675,1.18286e-5,0.00702441666666667,0.0011899999999999999,0.0006680000000000001,9.5e-5,0.0018549999999999999,0.01013516666666667,0.00035941666666667,0.0028655,0.00031708333333332997,1.17911429e-5,0.0,0.9999873547375476,0.40923339174352485,0.15609288471232294,0.09427690028738088,0.00031068000000000003,0.0,0.00031068000000000003,0.0,0.0005875475,-0.0005875475,0.0,9.062000000000001e-5,-9.062000000000001e-5,1.5269622519978637e7,4.054e7,6.051576233950755e7,2.9728630853000567e6,87.65
2023-04-10T09:00:00Z,2023,4,10,9,20.53,0.01218215531093154,0.006783300722797068,0.005221543966271397,0.003464365,0.026250145,0.0011486500000000002,0.00048264,0.005628707,0.0007686699999999999,0.000425663,0.00711729,0.0157714,0.0011548,0.0034175,0.002278,0.024766226,0.0023025819999999996,0.030394507999999997,0.001111741,0.00017011200000000001,2.5e-5,0.0005456666666666701,0.00242575,5.183333333333e-5,0.000126,4.4280463399999996e-5,0.00026974999999999997,1.20041e-5,0.00702208333333333,0.000844,0.000662,0.0,0.0031160000000000003,0.01149425,0.0010577499999999999,0.0030471666666666702,0.00030875000000000005,1.18422857e-5,0.0,0.9999873547375476,0.464109872856688,0.45937560529874727,0.10025385726482793,0.00041204750000000003,0.0,0.00041204750000000003,0.0,0.0007293075,-0.0007293075,0.0,0.00014426,-0.00014426,1.5269622519978637e7,4.054e7,6.051576233950755e7,2.9728630853000567e6,87.65
2023-04-10T10:00:00Z,2023,4,10,10,15.52,0.01224603013851809,0.006608966560088023,0.00511575330139389,0.003464365,0.026250145,0.0011486500000000002,0.00048264,0.005628707,0.0007686699999999999,0.000425663,0.00711729,0.0157714,0.0011548,0.0034175,0.002278,0.024766226,0.0023025819999999996,0.030394507999999997,0.001111741,0.00017011200000000001,2.5e-5,0.0006013333333333299,0.00268316666666667,5.308333333333e-5,0.0001255,4.4253780499999996e-5,0.00026683333333333,1.186555e-5,0.00702058333333333,0.0005560000000000001,0.000656,0.0,0.0037930000000000004,0.011884,0.0013700000000000001,0.0027428333333333298,0.00029425,1.16486429e-5,0.0,0.9999873547375476,0.47984703038727017,0.594984239432081,0.090241083465912,0.00048358499999999997,0.0,0.00048358499999999997,0.0,0.0008277175,-0.0008277175,0.0,0.0001212825,-0.0001212825,1.5269622519978637e7,4.054e7,6.051576233950755e7,2.9728630853000567e6,87.65
2023-04-10T11:00:00Z,2023,4,10,11,1.5,0.01267741857349095,0.006418686923432105,0.005030644503076949,0.003464365,0.026250145,0.0011486500000000002,0.00048264,0.005628707,0.0007686699999999999,0.000425663,0.00711729,0.0157714,0.0011548,0.0034175,0.002278,0.024766226,0.0023025819999999996,0.030394507999999997,0.001111741,0.00017011200000000001,2.5e-5,0.0005569166666666701,0.00272983333333333,5.166666666667e-5,0.00012483333333333,4.35351951e-5,0.00026891666666666996,1.205195e-5,0.0070165,0.00041799999999999997,0.00065,0.0,0.00398,0.0122925,0.0013670833333333302,0.0029259166666666704,0.00028566666666666996,1.1801928600000001e-5,0.0,0.9999873547375476,0.49634126733721967,0.5937175454916829,0.0962646497408897,0.0004754675,0.0,0.0004754675,0.0,0.00085674,-0.00085674,0.0,0.00011357250000000001,-0.00011357250000000001,1.5269622519978637e7,4.054e7,6.051576233950755e7,2.9728630853000567e6,87.65
2023-04-10T12:00:00Z,2023,4,10,12,1.5,0.012510050950153149,0.006277966635100718,0.005039482414746134,0.003464365,0.026250145,0.0011486500000000002,0.00048264,0.005628707,0.0007686699999999999,0.000425663,0.00711729,0.0157714,0.0011548,0.0034175,0.002278,0.024766226,0.0023025819999999996,0.030394507999999997,0.001111741,0.00017011200000000001,2.5e-5,0.00053633333333333,0.00250633333333333,4.966666666666999e-5,0.00012291666666667002,4.30166585e-5,0.00026425,1.163125e-5,0.00700758333333333,0.000417,0.00065,0.0,0.003961,0.011862916666666671,0.00140816666666667,0.00360525,0.00029325,1.15830714e-5,0.0,0.9999873547375476,0.4789957366401595,0.6115598344235602,0.11861517876848014,0.000382065,0.0,0.000382065,0.0,0.0008209325,-0.0008209325,0.0,0.000126375,-0.000126375,1.5269622519978637e7,4.054e7,6.051576233950755e7,2.9728630853000567e6,87.65
2023-04-10T13:00:00Z,2023,4,10,13,0.1,0.011330605379892465,0.006265153159285767,0.0051240747941551,0.003464365,0.026250145,0.0011486500000000002,0.00048264,0.005628707,0.0007686699999999999,0.000425663,0.00711729,0.0157714,0.0011548,0.0034175,0.002278,0.024766226,0.0023025819999999996,0.030394507999999997,0.001111741,0.00017011200000000001,2.5e-5,0.00051758333333333,0.00221,5.8083333333330006e-5,0.00012408333333333,4.416455e-5,0.000252,1.15928e-5,0.006999416666666669,0.000365,0.000619,0.0,0.004042,0.011363,0.00146183333333333,0.00363116666666667,0.00029491666666667,1.1707857099999999e-5,0.0,0.9999873547375476,0.45881031692111673,0.6348670029268578,0.1194678547409509,0.0002984225,0.0,0.0002984225,0.0,0.0007867849999999999,-0.0007867849999999999,0.0,0.0001394725,-0.0001394725,1.5269622519978637e7,4.054e7,6.051576233950755e7,2.9728630853000567e6,87.65
2023-04-10T14:00:00Z,2023,4,10,14,0.81,0.010701531898818221,0.006446150962443861,0.005248483805404594,0.003464365,0.026250145,0.0011486500000000002,0.00048264,0.005628707,0.0007686699999999999,0.000425663,0.00711729,0.0157714,0.0011548,0.0034175,0.002278,0.024766226,0.0023025819999999996,0.030394507999999997,0.001111741,0.00017011200000000001,2.5e-5,0.00046758333333333,0.00244158333333333,6.358333333333e-5,0.000123,4.4349149999999995e-5,0.00024258333333332998,1.15928e-5,0.006994500000000001,0.000361,0.000596,0.0,0.004111,0.01068183333333333,0.00159325,0.0035651666666666705,0.00029408333333333,1.1649857099999999e-5,0.0,0.9999873547375476,0.43130646281485646,0.6919406127555935,0.11729640982070412,0.000362735,0.0,0.000362735,0.0,0.0007580725,-0.0007580725,0.0,0.000155815,-0.000155815,1.5269622519978637e7,4.054e7,6.051576233950755e7,2.9728630853000567e6,87.65
2023-04-10T15:00:00Z,2023,4,10,15,20.02,0.010614135519198079,0.006616595259102488,0.00545910255503276,0.003464365,0.026250145,0.0011486500000000002,0.00048264,0.005628707,0.0007686699999999999,0.000425663,0.00711729,0.0157714,0.0011548,0.0034175,0.002278,0.024766226,0.0023025819999999996,0.030394507999999997,0.001111741,0.00017011200000000001,2.5e-5,0.00043433333333333003,0.00278125,6.291666666667e-5,0.00012191666666667,4.4494122e-5,0.00024283333333332998,1.07687727e-5,0.00699366666666667,0.00047299999999999995,0.0005859999999999999,0.0,0.003901,0.01085575,0.00155933333333333,0.00506416666666667,0.00030591666666667,1.17085e-5,0.0,0.9999873547375476,0.43832879502916594,0.6772107717915498,0.16661453005479376,0.0,0.0001552325,-0.0001552325,0.0,0.00070382,-0.00070382,0.0,0.0001176275,-0.0001176275,1.5269622519978637e7,4.054e7,6.051576233950755e7,2.9728630853000567e6,87.65
2023-04-10T16:00:00Z,2023,4,10,16,29.94,0.01097013581291331,0.006797034760456951,0.005640246093296407,0.003464365,0.026250145,0.0011486500000000002,0.00048264,0.005628707,0.0007686699999999999,0.000425663,0.00711729,0.0157714,0.0011548,0.0034175,0.002278,0.024766226,0.0023025819999999996,0.030394507999999997,0.001111741,0.00017011200000000001,2.5e-5,0.00032091666666667,0.00294,4.266666666666999e-5,0.00012233333333333,4.531380949999999e-5,0.00025341666666667,1.10215455e-5,0.00698708333333333,0.00055,0.0005909999999999999,0.0,0.003326,0.009609,0.0014094166666666701,0.0065806666666666696,0.00032716666666667,1.18705714e-5,0.0,0.9999873547375476,0.3879880608373678,0.6121027032551588,0.2165084121995549,0.0,0.0004740825,-0.0004740825,0.0,0.0005643899999999999,-0.0005643899999999999,0.0,0.00016511500000000002,-0.00016511500000000002,1.5269622519978637e7,4.054e7,6.051576233950755e7,2.9728630853000567e6,87.65
2023-04-10T17:00:00Z,2023,4,10,17,60.56,0.01173156819561586,0.007012565348144889,0.005752449789572578,0.003464365,0.026250145,0.0011486500000000002,0.00048264,0.005628707,0.0007686699999999999,0.000425663,0.00711729,0.0157714,0.0011548,0.0034175,0.002278,0.024766226,0.0023025819999999996,0.030394507999999997,0.001111741,0.00017011200000000001,2.5e-5,0.00027625,0.0040505,4.4999999999999996e-5,0.00012358333333333,4.736623259999999e-5,0.00026925,1.09113182e-5,0.006992166666666669,0.0011020000000000001,0.000611,0.0005989999999999999,0.001331,0.00489775,0.0011082499999999999,0.006993999999999999,0.00037158333333333,1.18657857e-5,0.0,0.9999873547375476,0.19775923873100407,0.4813075060953312,0.23010736018493863,0.0,0.0004823275,-0.0004823275,0.0,0.0005206150000000001,-0.0005206150000000001,0.0,0.00015217250000000001,-0.00015217250000000001,1.5269622519978637e7,4.054e7,6.051576233950755e7,2.9728630853000567e6,87.65
2023-04-10T18:00:00Z,2023,4,10,18,85.0,0.013510282803801305,0.007114491980794433,0.005769975215404262,0.003464365,0.026250145,0.0011486500000000002,0.00048264,0.005628707,0.0007686699999999999,0.000425663,0.00711729,0.0157714,0.0011548,0.0034175,0.002278,0.024766226,0.0023025819999999996,0.030394507999999997,0.001111741,0.00017011200000000001,2.5e-5,0.00026508333333333,0.0037904166666666702,6.175e-5,0.00012358333333333,5.01936744e-5,0.00028625,1.16911364e-5,0.00699575,0.002832,0.000664,0.00186,0.0,0.00083158333333333,0.00072166666666667,0.0067792500000000006,0.00039516666666667,1.1820785699999999e-5,0.0,0.9999873547375476,0.03357731344829567,0.3134162721096013,0.2230419390239842,0.0,1.383e-5,-1.383e-5,0.0,0.000362495,-0.000362495,0.0,0.00018189,-0.00018189,1.5269622519978637e7,4.054e7,6.051576233950755e7,2.9728630853000567e6,87.65
2023-04-10T19:00:00Z,2023,4,10,19,84.4,0.015504714398667794,0.006994739747321673,0.005744545854010535,0.003464365,0.026250145,0.0011486500000000002,0.00048264,0.005628707,0.0007686699999999999,0.000425663,0.00711729,0.0157714,0.0011548,0.0034175,0.002278,0.024766226,0.0023025819999999996,0.030394507999999997,0.001111741,0.00017011200000000001,2.5e-5,0.0002655,0.00396616666666667,7.625e-5,0.000124,4.994424999999999e-5,0.00028966666666666995,1.1871545500000001e-5,0.0070019999999999995,0.003699,0.000709,0.0025310000000000003,0.0,7.008333333333e-5,0.0005005,0.00706375,0.0003988333333333301,1.1829571400000001e-5,0.0,0.9999873547375476,0.00282979462972396,0.2173646801720851,0.23240218265747217,0.000355075,0.0,0.000355075,0.0,0.0003607425,-0.0003607425,0.0,8.491249999999998e-5,-8.491249999999998e-5,1.5269622519978637e7,4.054e7,6.051576233950755e7,2.9728630853000567e6,87.65
2023-04-10T20:00:00Z,2023,4,10,20,89.7,0.014009908688454108,0.006716832434865627,0.005676008876680263,0.003464365,0.026250145,0.0011486500000000002,0.00048264,0.005628707,0.0007686699999999999,0.000425663,0.00711729,0.0157714,0.0011548,0.0034175,0.002278,0.024766226,0.0023025819999999996,0.030394507999999997,0.001111741,0.00017011200000000001,2.5e-5,0.00026483333333333003,0.00360333333333333,7.175e-5,0.0001235,5.0033e-5,0.00028391666666667,1.21206818e-5,0.00700775,0.002856,0.0007019999999999999,0.002039,0.0,6.408333333333e-5,0.00046666666666667,0.00752433333333333,0.00040908333333333004,1.19623571e-5,0.0,0.9999873547375476,0.00258752921552641,0.20267103046348403,0.24755568780166895,0.0003892225,0.0,0.0003892225,0.0,0.0003564525,-0.0003564525,0.0,9.196e-5,-9.196e-5,1.5269622519978637e7,4.054e7,6.051576233950755e7,2.9728630853000567e6,87.65
2023-04-10T21:00:00Z,2023,4,10,21,67.21,0.011931377079391646,0.006484656164870272,0.005576383422404752,0.003464365,0.026250145,0.0011486500000000002,0.00048264,0.005628707,0.0007686699999999999,0.000425663,0.00711729,0.0157714,0.0011548,0.0034175,0.002278,0.024766226,0.0023025819999999996,0.030394507999999997,0.001111741,0.00017011200000000001,2.5e-5,0.00026566666666667,0.00315158333333333,5.8e-5,0.00012358333333333,4.97257442e-5,0.00022883333333333,1.16318636e-5,0.00701141666666667,0.002029,0.0006860000000000001,0.0011899999999999999,0.000112,6.4e-5,0.00041933333333333,0.00821925,0.00040633333333333,1.20107857e-5,0.0,0.9999873547375476,0.00258416441810714,0.18211439737361365,0.27041891910209565,0.0004049700000000001,0.0,0.0004049700000000001,0.0,0.00057581,-0.00057581,0.0,0.0001132825,-0.0001132825,1.5269622519978637e7,4.054e7,6.051576233950755e7,2.9728630853000567e6,87.65
2023-04-10T22:00:00Z,2023,4,10,22,68.5,0.010170373672811341,0.006640438929310447,0.005661187397878213,0.003464365,0.026250145,0.0011486500000000002,0.00048264,0.005628707,0.0007686699999999999,0.000425663,0.00711729,0.0157714,0.0011548,0.0034175,0.002278,0.024766226,0.0023025819999999996,0.030394507999999997,0.001111741,0.00017011200000000001,2.5e-5,0.00026508333333333,0.00342575,5.433333333333e-5,0.00012316666666667,5.0848119e-5,0.00019716666666666998,1.14885e-5,0.00701091666666667,0.0012929999999999999,0.000657,0.0009459999999999999,8.400000000000001e-5,6.375e-5,0.00036125,0.00767558333333333,0.00040458333333333004,1.1817785699999999e-5,0.0,0.9999873547375476,0.00257407002584891,0.15688909233199946,0.25253191574390116,0.0003768175,0.0,0.0003768175,0.0,0.00065747,-0.00065747,0.0,0.00010336,-0.00010336,1.5269622519978637e7,4.054e7,6.051576233950755e7,2.9728630853000567e6,87.65
