iteration,month,price,solar_pv,wind,nuclear,conv_hydro,ccgt,cogen,total_gen,ren_gen,non_ren_gen,batt_in,batt_out,ph_in,ph_out,ren_share,lc_share,emissions
1,1,108.79446230459244,3.011164195783714,9.463326622354035,3.1981886763317364,4.048630952124037,13.966359098781718,0.766163431385086,37.58834473204199,19.33479595770344,18.253548774338565,0.00269347256520349,0.00258971345825024,0.1714436871109049,0.20802655990320737,0.5259469781089765,0.6134280571656189,5570.55583360253
1,2,58.50502447721721,3.887713546767853,16.620859110478538,3.1339667916281138,3.0750297615925075,4.359564722497758,0.6470413869536549,34.63389377731543,26.23063821393773,8.403255563377696,0.00531182825715684,0.00477895732983649,1.2165186063736226,0.9123868084404744,0.7569889811198672,0.8489403653151697,2034.9687411983004
1,3,44.66782436458151,7.32930903111754,10.42544990829954,1.9306613514586104,5.050529760725096,4.341828077092792,0.6752911574618962,32.49195698145784,25.263799676870587,7.228157304587263,0.00595567941350081,0.00535421329423022,2.100565293903842,1.5754237787004446,0.7727211981317251,0.834654242348253,2059.609336235588
1,4,32.53924031540554,9.14277897794289,6.223989871593197,2.575649178625402,4.404749998119502,1.98301718786008,0.6532283933730455,27.742037936208305,22.31576172035154,5.426276215856759,0.00749739125112563,0.00614592136421884,2.5703560569423325,1.6700187360355616,0.7919694308030245,0.8916074394268759,1172.523744141463
1,5,57.27626717177866,10.620561166089075,8.110093574924422,2.4360560593218397,2.407529761623528,2.8192968919424364,0.6490659404861858,30.049514190678185,23.870558992950897,6.1789551977272925,0.0057059572159339,0.00571539125636721,2.3201117175078583,1.9294934772831924,0.7762398724774652,0.8628025054076235,1484.1906700619493
1,6,74.91112588880195,10.198594535519604,10.626192132548203,2.690306790878991,1.67660714261323,2.950273763022671,0.6465028121905849,31.85373463465062,25.2669931594628,6.586741475187825,0.00562883889608555,0.00506391751042046,2.233336713395848,1.636151982824784,0.778686315001338,0.8672108927305683,1535.864435108308
1,7,76.70363866828349,13.185308120719393,8.691701315977962,3.174604823947724,1.7207440473683502,6.233362997409981,0.6522279779709156,36.68754694295304,26.322444297528165,10.36510264542487,0.00496584472270191,0.00386640949443105,2.2646572191141834,1.5875783047155767,0.6913840153613756,0.7824602463166664,2721.789103664139
1,8,97.85470309069116,11.607882582363652,8.043272711912227,3.313159956703789,1.603166666449256,7.207333982236402,0.6445564149440551,34.953931400868285,23.481635179505737,11.472296221362546,0.00505005053698506,0.00513531038977679,1.5798152288858225,1.3106455430334318,0.6488612719685266,0.7470300291149728,3069.1975696772975
1,9,71.40617924648298,10.573017055414534,11.0543191179314,3.313159956703789,1.1956488092872826,4.456013114684177,0.6452489704079628,33.658525985735224,24.94033551599488,8.718190469740339,0.00556523565180562,0.00493499619175065,2.405628059162815,1.7849950188858714,0.7223297398840689,0.8260282056807322,2078.261594576499
1,10,111.26720480957736,4.863128020958117,9.98686650585021,0.7105962801255291,2.762916666442532,9.933342018399491,0.6428587461266756,30.912188374458204,19.3152068464391,11.5969815280191,0.00257941539468883,0.00204267344002499,0.7976066344850804,0.48454407404194066,0.6234425880644421,0.6470614956100961,4050.404501486541
1,11,126.24355405981838,4.970333258888266,12.479437916944434,0.6354583569705949,2.2596130950347404,8.932592861873664,0.645414845385324,32.530141345273016,22.00571563117378,10.52442571409924,0.00272826325368804,0.0027677964331911,0.8426358583164327,0.857142263773962,0.6714635269694396,0.6918692290817605,3691.6585193844207
1,12,136.09476897347798,5.033449092434681,8.642319477453833,0.5969874610065554,2.6703214283758068,16.041900889303214,1.0285344950833082,37.206887541691046,19.214835045700617,17.992052495990436,0.00596495645048548,0.00540305798612435,0.9153201530697258,0.6625136367923726,0.5151274373610105,0.5316032577040228,6447.663927830086
2,1,96.7319424204676,6.0816502256350145,7.0826842950166675,4.1844888456633695,5.081041666666674,4.173117683500345,0.6350374896359048,30.550657972339888,21.232808731770568,9.317849240569322,0.00201058205820791,0.0018884683334492,1.1881743955390291,0.9525127096571392,0.6844956395974024,0.8287445741588397,1980.479500437764
2,2,56.03518949523526,6.939661104009353,12.723743613834491,4.179933358076625,3.2004047619047475,2.0668354026375435,0.6345188890108462,32.573960891709156,25.399739622708232,7.174221269000917,0.00406370592937549,0.00365733540988743,1.864045503972669,1.3980341278027717,0.7697687855301322,0.9037422799145826,1214.5412964468949
2,3,0.02621711748027744,2.877452869801251,23.114594188627944,4.1844888456633695,2.9056919856645584,1.2412352010280248,0.6344132976434731,36.29526667228001,30.07242830857496,6.222838363705046,0.00535580924103196,0.00458907643581936,0.4276100540849508,0.06332815229915181,0.8254230199622419,0.9428108899227028,887.3199861183714
2,4,1.2916291818816348,8.657884032638336,8.75617718544482,4.183937301648872,2.1618988095220466,1.24319329634418,0.6344132976434759,27.302664435975256,21.08473629874737,6.2179281372278945,0.00359385145553325,0.00344011400304802,2.001928358435628,1.7500699099977952,0.7603374455362594,0.9215924327748848,886.5720415430878
2,5,0.7765784028255834,10.537624552252456,7.598598667935929,3.0044338293464268,3.289452380947942,1.2412352010282537,0.6344132976435782,27.913203851407772,22.876864636184557,5.0363392152232045,0.00467386010096481,0.00401329962313505,1.1654328412964434,0.6418132027811968,0.8134931469982982,0.9247540201478872,885.8378357206287
2,6,12.197717397599128,11.431804058092895,9.595361777804015,2.900306099025699,2.190363095236303,1.458599847818404,0.6343030281816828,30.090610879158053,24.9362036665732,5.154407212584853,0.00383650428785196,0.00340385130159484,1.7872353311484632,1.323701491785949,0.8155806935508277,0.9186890532534088,965.1715871101312
2,7,9.65349221264093,14.532695688707715,11.875588154690847,4.1716612477525965,1.6661428571426584,1.3607874684906796,0.6343030281815059,36.059180249991456,29.731816098209514,6.327364151781943,0.0033471299489218,0.0031315724026509998,2.342570266942365,1.9385355154655968,0.8116754673603158,0.935520217346586,929.8243896055546
2,8,45.241878139201326,14.304195381845508,10.037554521738574,4.1844888456633695,2.0621666666666325,1.7412283030205546,0.6343030281829561,34.87782237028446,28.06480691112352,6.81301545916095,0.00306827489679565,0.0028223805143708,2.4056261217898713,1.8235561309242605,0.7862052321294046,0.9162011130476052,1088.0311512728597
2,9,31.257881917318883,12.990801692916984,11.627861590923876,3.793892443878876,1.6609285714285575,1.7582368553023155,0.6337836478763271,34.02763973547988,27.621692504652337,6.405947230827544,0.0041680170937924,0.00369521284695027,1.6589790245501033,1.301035569115277,0.7987075065988404,0.9164240351869436,1086.3187040833243
2,10,28.464709724139972,8.739043751180608,16.174024142232167,0.9035838675360084,1.709357142857122,2.1821065008322145,0.6337613712175247,31.823795409356027,27.89038816911907,3.933407240236958,0.00390679461325021,0.00351611538678739,1.8687275822901233,1.401545686561738,0.86190919544626,0.8921063422822468,1237.502740794035
2,11,9.589206561169451,4.802547227485393,20.302166202238805,0.9003571075742902,2.5244047619030083,1.4110638580188393,0.6332646017189519,32.08542645996023,28.96976039553067,3.115666064429558,0.00407365771429106,0.0036323832389276,1.6055979958932598,1.1992818794485496,0.8958937028893841,0.9253443688599626,949.7997215136212
2,12,7.495744495063561,4.025874058332178,26.008137209161426,1.036585766930408,2.5164999999946525,1.242362528500357,0.632816172571681,37.46636708107312,34.397324291000736,3.069042790072376,0.00485171159353563,0.00434957757558714,1.0264912279353486,0.5766667341242304,0.9160847325503024,0.9444328528792404,885.6960123436445
3,1,65.38833931193358,3.3962158657830424,13.808381207028908,3.4122162935539313,3.5845654761904746,9.34540762988813,0.6940040904681078,37.3694331543101,23.614050055323776,13.75538309898632,0.00523110971920317,0.00489960228195443,0.6936792563340661,0.6197883854670055,0.6465301174567654,0.7406603182707326,3876.030143803134
3,2,42.430706780395795,3.660729241568851,18.103907924087817,3.4122162935539313,3.1489940476190412,4.177004617488369,0.6426783728321833,36.29504049845823,27.80250609642173,8.49253440203649,0.00843768805754708,0.00735550336290012,1.3618963614034167,0.8967513309205766,0.7603181960242109,0.8559235659419577,1972.8517211192625
3,3,15.911029386101212,6.424762385503691,16.44351069480744,2.7995339309682867,4.650351190475403,2.543030172171482,0.6391560656735839,35.88106100460478,29.713655474525588,6.167405530079195,0.00974033405783746,0.0090054235814315,1.5917572502613575,1.2575759258116577,0.8225431093756553,0.9019389150726752,1368.6666307476391
3,4,8.091919678099359,7.835302824158141,11.449485490394537,2.607374284991101,4.689267857142464,1.445856289659173,0.6320532817814872,31.21646391509576,26.36945182986677,4.847012085229005,0.00641534220371675,0.00577380752096054,1.7271931900431752,1.2749640434803051,0.8390124411240142,0.9256548708131748,961.6834439315212
3,5,41.37238743216947,10.81851345878373,10.325679015029678,2.551066376224695,2.59304166666667,2.04451896196596,0.6316279163566689,32.35378276822054,26.8803895901224,5.473393178098142,0.00764585810113668,0.00628603401411892,2.4026374850048886,1.7005042019155543,0.8211728627893672,0.9037678115847496,1196.4174666973595
3,6,49.77869802665747,9.684959342355151,13.255109707922175,2.4418548141245444,2.331095238095252,2.3604067390159806,0.6316301681569308,34.24514945721797,28.53032974839644,5.714819708821522,0.00605476126080951,0.00557882921860889,2.148044204742427,1.6218755124228077,0.8222940037806173,0.8965643476280848,1318.1302245314891
3,7,51.26180162625069,12.851121061472275,9.7419083920714,3.4122162935539313,1.6912023809523715,4.237678916500177,0.6347673291806062,36.54139644623259,27.93447475501056,8.606921691222032,0.00521807730594298,0.00470687815130855,2.40562612166304,1.7497462897356864,0.7448381178311865,0.8437730233860218,2008.001669690822
3,8,85.83641401791836,12.6720699552631,9.199945769648387,3.4122162935539313,1.635404761904745,5.5461440277065766,0.6297285212335263,37.601592481312345,27.671168872602088,9.930423608710257,0.00462962969972375,0.00462175176965035,2.140255686133277,1.750296618975893,0.7136153718946724,0.8085310217832247,2478.1874005670597
3,9,67.38595872269948,11.1135312753782,9.603652659841693,3.4122162935539313,1.4420952380952297,5.465668572650925,0.6322411214010162,34.88696473481341,25.040313857287792,9.84665087752561,0.00566600343771067,0.00450416457510544,2.3330560678227448,1.6286913314954177,0.692822459108396,0.7957318671721222,2449.111139281039
3,10,64.07216573778065,5.981555365928949,17.43962774865968,0.765030712393315,1.9259464285714047,3.797974218083077,0.6280698437619312,32.86002775172149,27.35327692596332,5.506750825758175,0.0058697090585181,0.00528273809927004,1.7525381693343396,1.312343902557379,0.824688778936153,0.848901645495882,1841.9020127612291
3,11,102.33528568186595,6.1416916417424465,8.898370406083448,0.6668233367754689,2.856476190476163,10.092062012094292,0.6305671580370963,32.67166317447292,20.936790273267096,11.734872901205817,0.00309193123040223,0.00278273805831552,0.8048626809896514,0.5644447222319807,0.6342288615818441,0.655310790122583,4115.838501439602
