iteration,residential_demand_gwh,commercial_demand_gwh,industrial_demand_gwh,coal_cap_gw,combined_cycle_cap_gw,gas_turbine_cap_gw,vapor_turbine_cap_gw,cogeneration_cap_gw,diesel_cap_gw,nonrenewable_waste_cap_gw,nuclear_cap_gw,conventional_hydro_cap_gw,run_of_river_hydro_cap_gw,solar_pv_cap_gw,solar_thermal_cap_gw,wind_cap_gw,other_renewable_cap_gw,renewable_waste_cap_gw,pumped_hydro_turb_cap_gw,pumped_hydro_pump_cap_gw,batteries_cap_gw,cost_coal_eur_gwh,cost_gas_eur_gwh,cost_diesel_eur_gwh,cost_uranium_eur_gwh,eu_ets_price_eur_tco2
1,15.402152405758224,10.54710005420432,7.183423001010957,0,25.009902595976257,1.1496951971446996,0.4950074445323263,4.301848964312334,0.7462547913965809,0.40467429106323954,3.3132018530107827,13.594576629625148,3.1790992811788574,56.66677862573061,1.9685447777000011,46.474759335258135,1.7586253177658906,0.17867469093639704,4.632190740573612,2900.899656234973,0.02499999999999995,17610.18792457897,37670.114569997175,52028.59972173216,3785.822273279312,123.6229641666667
2,14.705355201866304,9.92131318824914,6.76058366013172,0,24.82470402051917,1.0822647672293475,0.4683388464749817,4.227406194151706,0.7812844359854703,0.4247868898978055,4.184541760292169,13.7330735089195,3.379748381296229,64.1164098267994,1.9704726657000016,63.22352900646538,1.7599491941893493,0.15903488034319252,7.25525110000001,4156.598259999998,0.01,18087.854569653347,26083.786166207337,52267.08496419388,1725.147835496579,143.06077261801917
3,15.638011452469492,10.59752444973166,7.251205830226067,0,24.779115480570617,1.2040338147239793,0.4892974150691632,4.202887088091786,0.7989116860781713,0.46700483941573034,3.412259442470144,13.742095724115456,3.501388766689755,57.54995919880056,6.817375236131858,57.103400377400426,2.0353292011367574,0.17970725693846554,4.546156502739255,2859.7137674176,0.02499999999999995,22009.856093980292,27620.3321360098,43012.880591308305,3891.4144259972663,130.84327319390889
4,15.008164645617317,10.281934671607535,6.973780445736595,0,24.728696119143304,1.149623084819846,0.4876137426953485,4.302337455553531,0.7625981554395397,0.41596084682296375,4.414143258,13.571336708645465,3.4463040004995853,30.95532289758337,3.4543961815783213,48.1723404281157,2.089472532,0.15865987851871308,3.9335778999999937,2566.4631400000053,0.01,21079.37655990723,29597.87779781033,50516.07686632394,1771.02063581446,130.80464593288477
5,15.47204804474704,10.569224964847232,7.202246386515264,0,24.845813105852994,1.1914193834142806,0.47529878448875007,4.244812476589673,0.7713484267250118,0.4128738869982294,3.7718018042115142,13.624434063553169,3.47120775175043,70.74571599643382,2.96750578292416,44.01523909410119,1.6967738614829924,0.15719289640580614,4.475304777463912,2825.7959766268223,0.02499999999999995,16175.780323468003,22093.612274439816,46949.223114041255,4510.237392318817,143.01343274377834
6,15.088468750176125,10.242652342237877,6.980624920770067,0,24.7710789691416,1.1548403387588433,0.47539489872182666,4.2702808384729,0.713175878790217,0.4426026477287898,3.3792402459836803,13.578365654719974,3.4101201640858676,47.937455105793305,7.144435117952221,36.26714016159167,2.02160580067336,0.16819839021949717,7.101879450171609,4083.176935227754,0.01500000000000001,12150.534861024742,31075.469982835955,59025.92916631872,2592.1597853500566,137.50029524140078
7,14.70823484655316,9.912451821259491,6.78850827386009,0,25.072542564446582,1.119665603814027,0.4854569956095953,4.246472126055294,0.7399381436035548,0.4288998669910637,4.124006566733668,13.7349725439974,3.786542856486876,41.49685348829396,1.9685447777000011,38.744838577336445,1.7173910135772887,0.15708720658557596,3.9335778999999937,2566.4631400000053,0.02499999999999995,10906.076990343756,27950.548663345948,50690.256295569736,3909.059596883827,131.95210995289708
8,14.826045005159171,10.264597762927323,6.947197005472265,0,24.884961889234475,1.19100897411329,0.47792869274240246,4.364899360656414,0.8047367002392899,0.43731857375765826,3.423265841298955,13.60641688850478,3.356389740583571,75.78753206774996,6.8085452603217504,50.866759765895445,1.738008165671591,0.1709815780418149,6.919689299463539,3995.959758908604,0.02499999999999995,16982.95121328616,47051.295864625405,45603.70532694919,3471.224718869551,134.9811274408647
9,15.45207407674338,10.49651677342876,7.0358556445628135,0,24.937739049062188,1.1107528513244065,0.5148172406975566,4.207841263736107,0.7430029840139554,0.4257969532576397,3.7314450085058537,13.617920508167352,3.4704780780334934,34.86353896809794,6.102575395796056,37.68921686576324,1.745810612554798,0.1499972419403813,7.25525110000001,4156.598259999998,0.01,13139.980971102354,45406.4547071426,46849.293273302595,1646.3837903998326,137.32501355124566
10,16.00957990894877,11.126962960118002,7.468969107175898,0,24.73761961057215,1.2072556932484924,0.4423690248788952,4.273289226306256,0.7938308363151232,0.4109892972005384,4.375319339991678,13.674364419404224,3.444686345861577,52.45549297340083,7.800426582783322,40.61918967196977,1.6346771584000004,0.14997178797082203,6.0745294336790066,3591.3689687614956,0.01500000000000001,22281.996874736746,30792.52612374221,63795.66983686453,2727.6915040260146,145.0363081003516
11,15.58808517531543,10.561106200796724,7.235855146011351,0,24.568806832908788,1.1687716850395624,0.4884008187151809,4.27047375115321,0.7896684803856487,0.3820849395355538,2.631262113,13.642438263353815,3.4708936188485295,35.730203864131376,6.9409948974733915,56.66420033433673,1.9072858354984752,0.1504167716292403,4.262749601637853,2724.0426042544987,0.02499999999999995,13145.42191997528,23788.758954168683,56480.197021523054,4230.611025281539,137.55038334583682
12,14.961135020018792,10.136443177742564,6.93250451393119,0,24.131283509852537,1.196786804829019,0.47161498395704565,4.202154251782495,0.7690066380612192,0.45759841333854817,2.631262113,13.65198342279322,3.2914592840720145,61.90774276815051,2.492235045286342,63.05871381511314,1.7603766387708684,0.15886826279122712,5.340707993327135,3240.077564142732,0.01,17871.376436997427,25319.891128244133,43867.38091920814,1725.1314225544288,131.59126016149688
13,15.532514047239054,10.612148847127086,7.114408216367446,0,24.91517715735067,1.1169200043846743,0.48868458774439166,4.224975417068661,0.7988836456621169,0.43196898840982023,4.18637616009698,13.67138464618367,3.713714090203581,67.05020423366265,7.338423706422533,51.37782026896695,1.7527676666337264,0.17825628877453736,5.457107256279507,3295.799649013293,0.01,10991.222867246608,18932.74700162091,55754.74348683151,1820.2942369301445,138.0599937234323
14,15.808305645480653,10.82624733755069,7.265870667010481,0,24.902207584957985,1.0720822421031353,0.46207350280253234,4.33369704801373,0.7293115172120379,0.4701755091485937,2.816079505909188,13.649404264806634,3.256178962479764,54.06419043186445,4.593132861953758,45.20070613804758,1.9989722650713184,0.16385416720175408,4.667616603211286,2917.8585516303615,0.01,10984.51395441771,23026.325882536596,64295.40427429548,1758.607525182802,133.48586831771226
15,14.95045154634207,10.159863388626905,6.937677360987983,0,24.42926719664573,1.1672427461642678,0.48620494717220375,4.141384960198634,0.727159331409361,0.3879782544175634,4.311115346823576,13.664990437851628,3.1310327059071064,32.535911249433326,7.798984665499999,37.61695067322449,1.9520931103991668,0.1769706084805644,4.38420970210989,2782.1873884672523,0.02499999999999995,11297.907483225394,18975.74010591766,40261.0181066353,2925.89916222682,150.0996349808958
16,15.462041218254296,10.436359255337468,7.1202833339749025,0,24.45739205332127,1.166008770866304,0.4654940937244192,4.212949246780571,0.7832645198564235,0.4345601926366014,2.9775066887318387,13.628810067683014,3.1927727232825,51.906064086488776,1.9704726657000016,62.9014218579015,1.653366040328863,0.1504347420944364,6.767864173873527,3923.2787786426593,0.01,12635.870292638716,31672.761197317996,53879.22301168167,1751.4943023793896,143.62893743123738
17,15.41601494538567,10.443185690642474,6.995909323282629,0,24.66895350644761,1.1617579455656308,0.439303988141468,4.290692493399422,0.7751810733324401,0.438632979850493,3.957076184496606,13.620907953418506,3.431345530345277,34.03219627939593,2.8453149623082457,46.825346897757605,1.6838183700032874,0.15406953708440244,6.484457272772109,3787.607615479561,0.01,13203.28263436455,51191.11982324147,48417.49953154606,1726.2942076187746,134.56535588704298
18,15.06445404177609,10.35011171365081,6.94105629843906,0,24.262970605908095,1.0974130040303316,0.4473630220077709,4.229369462043367,0.814904909211369,0.4154594108085744,3.9900953809830617,13.523182072426817,3.592330771263733,32.535911249433326,4.415033016418363,63.53362857540003,1.8538891911569615,0.16650396446111015,5.128152817501081,3138.3241917704036,0.02499999999999995,17090.78729868509,29445.219867007138,47096.77176045273,2801.9206618400262,135.93386925542816
19,15.491228985295782,10.616447622921864,7.206759327435394,0,24.412271922539315,1.1712881178654786,0.4720967897432616,4.205396151311391,0.7520743174495388,0.4862024869345095,4.002936179616685,13.561862182253584,3.3929061265861,47.8309038070014,6.376247815595856,60.51175206444972,1.6413505746255457,0.15701064093498598,5.087666117343732,3118.94259703282,0.01,16611.079691703435,32809.86484077505,63090.81329232256,1665.5657614374932,135.21808148910912
20,15.498493919044783,10.694518368724342,7.224637086484853,0,25.06430799433197,1.1592966200298214,0.5032285234423913,4.319695339486636,0.781146448322801,0.4510142601217147,3.1022458754584363,13.542965010756904,3.4956789629742153,61.518463924605584,4.575458715597163,57.835554885032785,1.726234114906953,0.14945383478046478,7.106940287691261,4085.599634569953,0.01,10472.45615950602,33378.55012242703,41300.83748919461,1493.8144124483408,142.1949976645439
21,15.560701494225318,10.574869605190276,7.222197634250627,0,24.729711958758884,1.1362937229099694,0.5083099991085185,4.362288018216011,0.7692331323600786,0.40606723020565483,2.8784490992724825,13.667646032510682,3.450185590210774,76.61889167443336,3.126028452874258,52.99231075225112,1.8495486864390769,0.17659918501837585,6.519883135409779,3804.566510874945,0.02499999999999995,19799.094059806837,42776.17571139389,43000.20479080273,3206.304287301103,136.74334158259785
22,15.10174024024503,10.192357381012416,6.9562671029038645,0,24.976493507561308,1.1537693828723057,0.4782054292057007,4.1771532176261275,0.7694453317365546,0.4361225565566881,3.293023455157946,13.62876825306409,3.4858909393533657,43.05589694998749,3.6045820514902474,53.17007098523535,1.7575316558790393,0.16260689611220236,7.25525110000001,4156.598259999998,0.01500000000000001,13390.347440715925,23391.30071268758,55981.20605510553,2591.764632434367,127.71432170873425
23,15.164328142277908,10.509684777624464,7.067182396177392,0,24.59239926245642,1.115015476322055,0.4715178038837078,4.224440793626075,0.7538391013791998,0.47091758610480994,2.631262113,13.465194264388506,3.6580509993609662,50.89560306422571,7.047122748649319,63.761331109350024,1.908751595445178,0.15847522912842835,3.9335778999999937,2566.4631400000053,0.01,10981.757125494869,21768.410004681136,64106.21842366601,1799.3368617134809,126.2322256624875
24,16.164350049892995,11.043832841536815,7.403810127417189,0,25.18478877159242,1.07234261517451,0.4693773551800396,4.247095610383598,0.7259202082591193,0.4834102946007908,2.6418115244529066,13.766985950768229,3.401651809155675,69.3357426627791,1.9704810820500005,43.26852825823394,1.8505973083970089,0.15484187667610178,4.677738278250616,2922.703950314755,0.01,15947.771406607484,36148.438536671376,46965.90772462543,1911.275771339209,149.1840501834972
25,15.142092964676673,10.485745792718411,7.08966993280535,0,24.316656124286677,1.0502296516785232,0.49045957388357586,4.30618961991375,0.7661187485909956,0.4548903763036498,3.7956490016739526,13.608772371242368,3.2011181850254125,65.33449746956937,7.727054325898596,54.311060195532235,1.6346771584000004,0.1639384748916109,7.25525110000001,4156.598259999998,0.01500000000000001,9726.20251667042,46226.63997334477,46898.80506559342,2533.2323596452766,146.8796493752029
