iteration,month,price,solar_pv,wind,nuclear,conv_hydro,ccgt,cogen,total_gen,ren_gen,non_ren_gen,batt_in,batt_out,ph_in,ph_out,ren_share,lc_share,emissions
1,1,55.254918539819194,2.136408134625478,17.57464045792497,6.62818452380952,3.6140178571428527,2.214884310924395,0.6318381601873656,35.829875393193916,26.06980901531999,9.760066377873915,0.9166256371444724,0.845874486548429,0.424932540220402,0.3895692139912719,0.7226305107116622,0.9116740362802482,1264.1954315482926
1,2,52.40542458470139,5.346365435333844,11.07007371230074,6.905137499999997,3.207732142856725,2.144595897379905,0.6318443495882506,33.55564665121737,23.551675106221023,10.00397154499635,0.904156655577525,0.7423670509381048,1.4264401112636524,0.9463095531605868,0.6901399355130609,0.9048782545817632,1247.4585509463875
1,3,61.316999163009726,6.439675659455131,6.078103469356484,5.777997619047619,5.366077380952369,3.2035061401821925,0.6318499763158636,30.99757664870168,21.06612513490042,9.931451513801251,0.80144595368439,0.7926752973262313,1.5379556368727012,1.2769872578700576,0.6675028734802423,0.8616268997897079,1627.6809109039834
1,4,2.8648353597172083,7.729764366438269,9.907109268884083,6.059713095238095,3.5715238095232684,1.2484058320325635,0.6317413804722571,31.333747230677496,23.23443819463715,8.099309036040344,0.9525670728916534,0.7952878374668092,1.5834079526366711,0.9848071623907366,0.7325168158420949,0.9325994820546564,887.3023065149649
1,5,43.56291360687809,8.647192438506181,7.571723022045573,4.882974404761904,2.567452380952357,1.7975209329020256,0.6313162249527822,30.077856933353537,22.507480255820983,7.570376677532555,0.8409976480833888,0.8105578778997976,2.1932638996206046,1.7304359958276576,0.7295394780823747,0.9036218463031692,1107.5721855462818
1,6,43.73090927816521,8.726891089595902,8.160734825253675,6.876577380952377,1.7876845238095118,1.7077931963736406,0.6313184756440942,31.74743674479274,22.283968617913622,9.463468126879116,0.7827240569102187,0.6975576398438176,1.779875160995606,1.3730179316781848,0.6866145637391932,0.9143628997895252,1072.7905138033425
1,7,67.05727502334982,10.23461934020846,7.427575992304433,7.098201785714281,1.7729345238095275,5.147305417946087,0.6294161916500475,36.55617870528818,23.363052812882582,13.193125892405604,0.6552697321893509,0.5055083257059836,1.299915909642837,0.8817451429026406,0.6204986901960114,0.8234096614589561,2326.280181745688
1,8,53.948381664024154,9.732847397092282,8.54932713785855,7.087405952380948,1.2290238095238075,1.8589161233549432,0.6294177671318524,33.16979690371123,23.31562154508556,9.85417535862567,0.773818713738825,0.7959278196180529,2.119652559924944,1.7511828436988992,0.6824987623920169,0.909484541439498,1133.3144019709507
1,9,44.461290711640586,7.196436267911492,10.712528765047376,7.117199999999995,1.492988095238088,3.7676127621997777,0.6294313838124209,33.122673831299196,21.36368745786099,11.758986373438203,0.7629138946509014,0.5871315277112392,1.0689851645970887,0.5548907527683219,0.6377297241713707,0.859245564655148,1812.702407812303
1,10,83.47179365209338,4.652402417733857,11.711037016922498,1.5219552083333332,2.59095833333333,6.840782640273786,0.6277599081768512,30.37606364981619,21.056053760692254,9.320009889123927,0.5591015696793157,0.5031914125762991,1.1681377830043571,0.8761033371133354,0.6881978368325596,0.7402542239550766,2937.721618988477
1,11,103.16016385065008,3.8647455781402367,9.114320361334489,1.2824249999999997,2.213238095238088,12.354492393351752,0.6277648596973204,32.205142007580406,17.60919358154218,14.595948426038229,0.13541827486646257,0.1964946802743813,0.1688894431775232,0.2577456556651207,0.5406792577036372,0.5816733654345784,4923.062985690956
1,12,101.58203399733532,4.1968953678965395,12.718490859868188,1.3076485119047618,2.1069940476190374,11.145915452261816,0.6285863108183113,35.56760003954889,22.154183591575126,13.413416447973756,0.2368008571237982,0.243989174385876,0,0.09853210546077762,0.6274369567998825,0.665217397967958,4488.377797947706
2,1,12.858588819126746,3.1562843520519035,18.800987420065542,7.117199999999995,3.7825194797452335,1.4630494649937655,0.6335186444463425,37.101761461744026,27.7248660162052,9.376895445538835,0.5443152762627752,0.4774075904670048,1.0834955287245034,0.6851697922767803,0.7394765825786749,0.9369225806206204,967.9704984936532
2,2,109.58389490938777,7.891609879586027,10.366255074979104,7.065420238095233,2.373273809523773,4.748615290754291,0.6360384831705026,36.52069621555769,23.757982513948605,12.762713701609083,0.2276098172509427,0.23196193103565457,1.9166637520346668,1.6661156473680128,0.6317914143089773,0.8341501399441307,2186.3967580489966
